StateUT,Year,Season,Scheme,Crop,Applications_Enrolled,Applications_Insured,Area_Insured_ha,Premium_Paid_by_Farmers_Rs,Total_Premium_Rs,Claims_Paid_Rs,Claims_Pending_Rs,Farmers_Benefitted,Number_of_Claims
Nagaland,2024,Zaid,RWBCIS,Rice,355,259,319.65,151281,1015788,271904,2226,125,47
Nagaland,2024,Zaid,RWBCIS,Wheat,384,355,705.63,529089,1277390,2004123,58053,195,101
Nagaland,2024,Zaid,RWBCIS,Maize,384,234,524.98,324767,495522,296195,11548,197,20
Nagaland,2024,Zaid,RWBCIS,Cotton,406,388,553.26,178456,329849,1651221,82692,121,322
Nagaland,2024,Zaid,RWBCIS,Pulses,361,289,510.05,384289,897128,1323937,64310,255,214
Nagaland,2024,Zaid,RWBCIS,Oilseeds,386,259,330.92,128297,222789,649255,96772,153,49
Odisha,2020,Kharif,PMFBY,Rice,230,224,504.72,203970,746974,949760,97639,153,56
Odisha,2020,Kharif,PMFBY,Wheat,220,208,306.87,73091,302331,597374,7873,103,60
Odisha,2020,Kharif,PMFBY,Maize,266,228,299.4,165464,370995,606063,61271,57,35
Odisha,2020,Kharif,PMFBY,Cotton,269,223,376.43,78100,420446,1100047,91653,190,73
Odisha,2020,Kharif,PMFBY,Pulses,199,174,279.99,77359,691421,707176,79874,65,80
Odisha,2020,Kharif,PMFBY,Oilseeds,241,159,142.1,43869,131589,374674,32530,61,21
Odisha,2020,Kharif,RWBCIS,Rice,265,223,433.44,272849,995991,400344,18921,176,22
Odisha,2020,Kharif,RWBCIS,Wheat,239,221,277.17,110224,457223,426631,24207,132,69
Odisha,2020,Kharif,RWBCIS,Maize,280,238,224.25,51508,150829,293763,22203,213,25
Odisha,2020,Kharif,RWBCIS,Cotton,251,167,395.06,204412,480668,1121090,105178,90,82
Odisha,2020,Kharif,RWBCIS,Pulses,262,243,587.82,317540,999810,1557478,87564,217,102
Odisha,2020,Kharif,RWBCIS,Oilseeds,246,196,141.76,96045,660420,352928,8201,113,21
Odisha,2020,Rabi,PMFBY,Rice,270,247,207.12,66043,176159,547623,8892,73,63
Odisha,2020,Rabi,PMFBY,Wheat,253,192,305.77,91698,357643,255261,15695,118,28
Odisha,2020,Rabi,PMFBY,Maize,228,205,180.66,74412,468643,504312,49839,47,97
Odisha,2020,Rabi,PMFBY,Cotton,234,183,398.15,154837,531374,526890,709,159,74
Odisha,2020,Rabi,PMFBY,Pulses,240,188,444.49,115754,556650,247108,28574,122,16
Odisha,2020,Rabi,PMFBY,Oilseeds,248,187,285.77,176370,696930,278151,13229,49,24
Odisha,2020,Rabi,RWBCIS,Rice,255,214,489.15,196949,418982,1336610,138729,59,120
Odisha,2020,Rabi,RWBCIS,Wheat,258,215,351.37,238523,558949,798016,118635,102,47
Odisha,2020,Rabi,RWBCIS,Maize,237,226,124.72,41215,524135,187656,17710,76,31
Odisha,2020,Rabi,RWBCIS,Cotton,244,198,337.19,178440,424191,813091,10706,67,51
Odisha,2020,Rabi,RWBCIS,Pulses,239,173,261.92,106862,1101069,365036,34334,142,25
Odisha,2020,Rabi,RWBCIS,Oilseeds,253,199,420.92,96919,982048,827415,105356,41,46
Odisha,2020,Zaid,PMFBY,Rice,228,172,320.29,184780,348176,572209,23795,102,36
Odisha,2020,Zaid,PMFBY,Wheat,223,186,202.88,156583,676885,194013,3137,108,18
Odisha,2020,Zaid,PMFBY,Maize,234,190,322.47,91930,693668,928692,136280,156,54
Odisha,2020,Zaid,PMFBY,Cotton,235,180,313.07,222407,454370,531943,51660,92,45
Odisha,2020,Zaid,PMFBY,Pulses,248,169,258.28,91227,293563,307174,127,101,28
Odisha,2020,Zaid,PMFBY,Oilseeds,273,168,381.65,105330,107490,361531,44679,128,36
Odisha,2020,Zaid,RWBCIS,Rice,257,242,148.31,102024,272622,219358,6316,167,14
Odisha,2020,Zaid,RWBCIS,Wheat,252,212,435.21,149557,578469,382578,24653,147,25
Odisha,2020,Zaid,RWBCIS,Maize,260,221,272.92,209246,552612,547899,61651,184,47
Odisha,2020,Zaid,RWBCIS,Cotton,243,175,316.37,240324,366395,601832,81035,47,49
Odisha,2020,Zaid,RWBCIS,Pulses,250,160,267.75,73448,222865,650711,73273,126,99
Odisha,2020,Zaid,RWBCIS,Oilseeds,234,204,430.83,342013,1206444,775993,36173,122,53
Odisha,2021,Kharif,PMFBY,Rice,242,153,314.99,69046,567012,835855,10845,86,113
Odisha,2021,Kharif,PMFBY,Wheat,273,260,584.99,375524,560413,734898,54771,159,44
Odisha,2021,Kharif,PMFBY,Maize,236,184,150.09,92492,668122,353127,3360,161,71
Odisha,2021,Kharif,PMFBY,Cotton,241,148,98.67,24274,605783,270337,22523,92,27
Odisha,2021,Kharif,PMFBY,Pulses,272,266,220.47,133336,1082291,309920,34142,119,32
Odisha,2021,Kharif,PMFBY,Oilseeds,235,163,173.81,138941,466251,270611,40188,75,26
Odisha,2021,Kharif,RWBCIS,Rice,267,183,246.39,152857,196100,353518,18361,68,24
Odisha,2021,Kharif,RWBCIS,Wheat,240,189,176.6,63565,234165,113302,10523,127,15
Odisha,2021,Kharif,RWBCIS,Maize,221,194,114.85,76601,1056112,82832,10216,90,12
Odisha,2021,Kharif,RWBCIS,Cotton,249,198,106.67,67967,555936,175723,5171,90,23
Odisha,2021,Kharif,RWBCIS,Pulses,261,217,229.85,136574,677028,358243,36165,107,21
Odisha,2021,Kharif,RWBCIS,Oilseeds,261,243,524.33,272182,340629,1004087,53506,140,68
Odisha,2021,Rabi,PMFBY,Rice,256,219,157.37,49576,680117,239270,27379,63,30
Odisha,2021,Rabi,PMFBY,Wheat,252,176,231.74,51212,88250,170866,14783,142,19
Odisha,2021,Rabi,PMFBY,Maize,269,200,163.49,43131,691299,477201,48543,178,41
Odisha,2021,Rabi,PMFBY,Cotton,273,176,335.29,141776,459463,730329,36533,106,77
Odisha,2021,Rabi,PMFBY,Pulses,264,212,115.83,78190,698527,113582,3669,81,8
Odisha,2021,Rabi,PMFBY,Oilseeds,252,217,494.34,111775,528971,980672,86265,46,120
Odisha,2021,Rabi,RWBCIS,Rice,218,184,150.79,60287,390090,384440,11225,107,23
Odisha,2021,Rabi,RWBCIS,Wheat,267,190,407.76,263127,967596,272522,1769,130,14
Odisha,2021,Rabi,RWBCIS,Maize,263,212,235.14,142646,854616,514579,73073,97,92
Odisha,2021,Rabi,RWBCIS,Cotton,275,237,532.4,205552,1035967,708169,84370,59,48
Odisha,2021,Rabi,RWBCIS,Pulses,258,222,520.89,333533,1294829,844639,66932,85,43
Odisha,2021,Rabi,RWBCIS,Oilseeds,216,154,196.05,147161,515198,547458,34764,123,43
Odisha,2021,Zaid,PMFBY,Rice,241,183,186.63,69759,256212,250084,23423,86,16
Odisha,2021,Zaid,PMFBY,Wheat,248,185,361.43,119432,301486,520798,63953,118,27
Odisha,2021,Zaid,PMFBY,Maize,274,168,218.1,111939,627509,182172,3411,39,10
Odisha,2021,Zaid,PMFBY,Cotton,284,193,131.19,95310,1054018,151458,6897,88,12
Odisha,2021,Zaid,PMFBY,Pulses,258,248,173.55,117869,452352,250584,26643,211,16
Odisha,2021,Zaid,PMFBY,Oilseeds,263,189,380.62,255287,788687,701060,79891,146,70
Odisha,2021,Zaid,RWBCIS,Rice,265,182,351.97,109787,202836,681540,92892,41,39
Odisha,2021,Zaid,RWBCIS,Wheat,250,230,517.63,342321,1185313,486605,22178,85,30
Odisha,2021,Zaid,RWBCIS,Maize,231,215,411.03,298090,437445,615497,26142,44,66
Odisha,2021,Zaid,RWBCIS,Cotton,244,198,250.74,57138,761116,582519,72914,107,30
Odisha,2021,Zaid,RWBCIS,Pulses,276,212,107.29,67228,632182,305118,27197,190,17
Odisha,2021,Zaid,RWBCIS,Oilseeds,287,188,393.62,264402,475850,949357,82875,52,76
Odisha,2022,Kharif,PMFBY,Rice,279,251,140.01,89165,1036002,244852,12403,164,13
Odisha,2022,Kharif,PMFBY,Wheat,233,153,228.48,119781,1063984,349869,29754,125,36
Odisha,2022,Kharif,PMFBY,Maize,258,187,154.96,77751,434552,180708,26386,103,10
Odisha,2022,Kharif,PMFBY,Cotton,264,197,289.84,161155,950920,760147,8899,164,40
Odisha,2022,Kharif,PMFBY,Pulses,254,231,368.95,254693,1069501,264472,24081,124,14
Odisha,2022,Kharif,PMFBY,Oilseeds,240,225,179.42,109789,409808,344417,31835,111,18
Odisha,2022,Kharif,RWBCIS,Rice,229,174,306.6,136240,233276,879505,54892,77,75
Odisha,2022,Kharif,RWBCIS,Wheat,236,154,128.33,40886,460846,264327,24935,31,14
Odisha,2022,Kharif,RWBCIS,Maize,243,161,343.58,101982,427967,593393,52919,95,91
Odisha,2022,Kharif,RWBCIS,Cotton,246,229,385.08,209250,320925,385330,14602,124,24
Odisha,2022,Kharif,RWBCIS,Pulses,248,190,156.8,102028,268528,267553,27829,68,44
Odisha,2022,Kharif,RWBCIS,Oilseeds,252,207,415.45,165179,653528,1172360,82846,186,159
Odisha,2022,Rabi,PMFBY,Rice,260,242,165.74,61013,193192,469498,30046,203,50
Odisha,2022,Rabi,PMFBY,Wheat,229,189,414.0,178531,1093339,459780,47831,135,50
Odisha,2022,Rabi,PMFBY,Maize,260,163,342.99,183670,865297,840018,51590,49,50
Odisha,2022,Rabi,PMFBY,Cotton,248,190,177.47,53703,797624,343799,20865,103,26
Odisha,2022,Rabi,PMFBY,Pulses,237,168,214.51,107327,280684,318287,18405,67,16
Odisha,2022,Rabi,PMFBY,Oilseeds,221,147,320.32,239765,641242,819602,30724,44,84
Odisha,2022,Rabi,RWBCIS,Rice,242,179,236.69,148173,393753,129337,9500,92,22
Odisha,2022,Rabi,RWBCIS,Wheat,229,157,354.07,107629,127751,573207,84791,101,56
Odisha,2022,Rabi,RWBCIS,Maize,235,193,198.87,47993,803012,390513,49329,74,26
Odisha,2022,Rabi,RWBCIS,Cotton,228,193,415.17,162977,961830,911041,47649,157,72
Odisha,2022,Rabi,RWBCIS,Pulses,256,197,432.6,163013,199642,1167785,144518,90,150
Odisha,2022,Rabi,RWBCIS,Oilseeds,258,196,131.66,73564,100772,272944,27562,106,36
Odisha,2022,Zaid,PMFBY,Rice,226,175,312.27,62688,773751,712531,47512,77,40
Odisha,2022,Zaid,PMFBY,Wheat,244,154,203.73,97632,538506,420243,10729,124,32
Odisha,2022,Zaid,PMFBY,Maize,274,229,303.41,152633,896437,324005,9958,158,25
Odisha,2022,Zaid,PMFBY,Cotton,237,183,344.57,69464,656224,694031,77611,151,60
Odisha,2022,Zaid,PMFBY,Pulses,242,176,112.11,76425,883431,172996,6738,50,10
Odisha,2022,Zaid,PMFBY,Oilseeds,271,226,229.91,77037,98245,446692,10047,47,68
Odisha,2022,Zaid,RWBCIS,Rice,241,163,370.85,138362,469588,387517,14753,41,41
Odisha,2022,Zaid,RWBCIS,Wheat,269,250,177.43,83990,313244,408628,59470,193,74
Odisha,2022,Zaid,RWBCIS,Maize,241,148,97.54,35680,339882,146421,8894,110,21
Odisha,2022,Zaid,RWBCIS,Cotton,231,188,151.91,108062,437121,215320,13580,80,16
Odisha,2022,Zaid,RWBCIS,Pulses,245,231,257.96,159701,506927,409653,14498,168,26
Odisha,2022,Zaid,RWBCIS,Oilseeds,277,219,325.59,223828,362278,694890,49613,158,127
Odisha,2023,Kharif,PMFBY,Rice,254,233,431.91,314472,1201745,656680,13538,149,36
Odisha,2023,Kharif,PMFBY,Wheat,221,142,78.67,47814,729663,157469,20295,36,24
Odisha,2023,Kharif,PMFBY,Maize,270,190,375.5,276609,966212,931177,39458,76,52
Odisha,2023,Kharif,PMFBY,Cotton,255,203,379.96,125816,780722,230013,10478,136,32
Odisha,2023,Kharif,PMFBY,Pulses,236,202,302.56,98797,440206,585704,13645,109,53
Odisha,2023,Kharif,PMFBY,Oilseeds,249,159,386.09,304092,730256,954603,93903,45,101
Odisha,2023,Kharif,RWBCIS,Rice,241,197,462.36,311641,1168488,1261351,151604,85,153
Odisha,2023,Kharif,RWBCIS,Wheat,253,188,412.98,320613,890008,677898,85709,41,98
Odisha,2023,Kharif,RWBCIS,Maize,268,203,462.37,189976,823821,964428,26666,81,51
Odisha,2023,Kharif,RWBCIS,Cotton,233,182,124.56,91773,191922,254276,12960,139,18
Odisha,2023,Kharif,RWBCIS,Pulses,219,213,400.85,258092,290183,221834,1202,190,11
Odisha,2023,Kharif,RWBCIS,Oilseeds,242,158,183.01,77247,825529,487856,54645,103,30
Odisha,2023,Rabi,PMFBY,Rice,261,189,201.39,122367,1081671,393242,53827,40,23
Odisha,2023,Rabi,PMFBY,Wheat,269,256,430.04,148072,363789,812600,110491,64,58
Odisha,2023,Rabi,PMFBY,Maize,263,169,208.25,75871,274185,207570,4068,106,14
Odisha,2023,Rabi,PMFBY,Cotton,259,249,563.01,436096,824891,1517007,173593,109,230
Odisha,2023,Rabi,PMFBY,Pulses,258,183,274.63,166956,1093183,544619,54850,76,36
Odisha,2023,Rabi,PMFBY,Oilseeds,247,185,265.76,122131,933253,766518,37629,99,49
Odisha,2023,Rabi,RWBCIS,Rice,273,175,216.53,114808,532332,209252,1161,119,11
Odisha,2023,Rabi,RWBCIS,Wheat,277,254,256.91,147328,207932,582662,84766,204,45
Odisha,2023,Rabi,RWBCIS,Maize,235,165,371.89,96324,274542,855920,22439,51,64
Odisha,2023,Rabi,RWBCIS,Cotton,267,245,518.4,283805,930367,311612,17161,94,43
Odisha,2023,Rabi,RWBCIS,Pulses,245,214,362.99,271466,416873,235715,18902,43,14
Odisha,2023,Rabi,RWBCIS,Oilseeds,250,184,229.99,105492,121524,163032,12351,56,10
Odisha,2023,Zaid,PMFBY,Rice,239,164,199.13,44046,185721,260784,12145,125,15
Odisha,2023,Zaid,PMFBY,Wheat,234,196,413.41,321730,328526,634252,69830,153,107
Odisha,2023,Zaid,PMFBY,Maize,258,162,239.47,70618,807625,563510,71177,75,108
Odisha,2023,Zaid,PMFBY,Cotton,238,205,259.14,135175,659438,236454,22098,104,14
Odisha,2023,Zaid,PMFBY,Pulses,259,203,386.71,97531,890028,407983,30788,174,30
Odisha,2023,Zaid,PMFBY,Oilseeds,246,160,265.17,131603,495432,744608,37135,92,55
Odisha,2023,Zaid,RWBCIS,Rice,251,182,421.79,198445,726893,903135,9165,136,71
Odisha,2023,Zaid,RWBCIS,Wheat,257,239,306.98,210852,469688,660265,10172,51,103
Odisha,2023,Zaid,RWBCIS,Maize,241,202,228.88,146901,192816,238437,14592,95,34
Odisha,2023,Zaid,RWBCIS,Cotton,260,242,308.68,228590,570424,161010,12487,137,24
Odisha,2023,Zaid,RWBCIS,Pulses,237,145,214.46,111143,799855,127312,11184,29,14
Odisha,2023,Zaid,RWBCIS,Oilseeds,250,162,135.85,81721,456582,279654,41841,144,27
Odisha,2024,Kharif,PMFBY,Rice,250,158,221.93,94663,389545,662574,72905,75,38
Odisha,2024,Kharif,PMFBY,Wheat,249,174,164.81,57415,595895,202433,4467,156,11
Odisha,2024,Kharif,PMFBY,Maize,256,244,451.94,231035,1113036,867495,16500,111,74
Odisha,2024,Kharif,PMFBY,Cotton,280,261,525.96,202977,921685,519780,31822,199,37
Odisha,2024,Kharif,PMFBY,Pulses,266,235,212.59,112074,545608,402048,8174,106,27
Odisha,2024,Kharif,PMFBY,Oilseeds,252,200,477.55,363292,723436,658894,54843,53,69
Odisha,2024,Kharif,RWBCIS,Rice,236,198,251.2,76038,963609,674565,87268,94,115
Odisha,2024,Kharif,RWBCIS,Wheat,226,154,346.19,274118,1090791,804761,71055,114,42
Odisha,2024,Kharif,RWBCIS,Maize,254,168,280.18,112095,1022342,568515,57689,34,46
Odisha,2024,Kharif,RWBCIS,Cotton,246,183,448.93,270311,930229,1256265,187536,62,73
Odisha,2024,Kharif,RWBCIS,Pulses,232,148,258.52,124377,753075,567426,52722,60,32
Odisha,2024,Kharif,RWBCIS,Oilseeds,252,245,261.42,135107,817431,212551,11294,186,25
Odisha,2024,Rabi,PMFBY,Rice,249,212,414.8,298484,691343,940177,103256,87,48
Odisha,2024,Rabi,PMFBY,Wheat,270,231,447.12,205179,1068922,995098,98239,82,90
Odisha,2024,Rabi,PMFBY,Maize,247,206,138.37,53220,526267,324039,36142,112,48
Odisha,2024,Rabi,PMFBY,Cotton,240,215,184.89,88554,759272,538393,80698,186,34
Odisha,2024,Rabi,PMFBY,Pulses,262,243,584.07,273008,689518,964394,95449,181,53
Odisha,2024,Rabi,PMFBY,Oilseeds,248,241,232.27,77393,792800,220458,13208,98,29
Odisha,2024,Rabi,RWBCIS,Rice,253,196,174.78,115481,430193,237141,8969,99,20
Odisha,2024,Rabi,RWBCIS,Wheat,251,236,405.63,90594,702854,293746,31299,112,17
Odisha,2024,Rabi,RWBCIS,Maize,282,218,366.3,116586,1043918,579670,14505,160,70
Odisha,2024,Rabi,RWBCIS,Cotton,230,196,321.27,190804,306328,542961,29077,173,95
Odisha,2024,Rabi,RWBCIS,Pulses,240,233,500.9,123021,684376,751504,90908,56,94
Odisha,2024,Rabi,RWBCIS,Oilseeds,249,214,458.29,285383,725666,1235536,25517,82,100
Odisha,2024,Zaid,PMFBY,Rice,218,163,389.21,289980,755954,332929,8895,76,41
Odisha,2024,Zaid,PMFBY,Wheat,223,183,198.11,132212,908160,342236,4956,154,23
Odisha,2024,Zaid,PMFBY,Maize,237,178,315.18,152649,638121,737428,67887,46,123
Odisha,2024,Zaid,PMFBY,Cotton,240,169,304.69,96606,800747,741273,13823,111,38
Odisha,2024,Zaid,PMFBY,Pulses,234,194,326.29,75423,823723,553284,59852,149,43
Odisha,2024,Zaid,PMFBY,Oilseeds,238,157,350.72,96149,480843,468452,60814,84,23
Odisha,2024,Zaid,RWBCIS,Rice,261,166,167.03,46980,510601,383454,9724,48,27
Odisha,2024,Zaid,RWBCIS,Wheat,236,146,271.74,142606,790028,322967,13497,111,20
Odisha,2024,Zaid,RWBCIS,Maize,253,160,353.97,234308,824799,989873,25040,109,51
Odisha,2024,Zaid,RWBCIS,Cotton,241,211,108.45,78466,134767,231206,13081,72,13
Odisha,2024,Zaid,RWBCIS,Pulses,262,185,364.82,256083,971933,766112,26192,147,47
Odisha,2024,Zaid,RWBCIS,Oilseeds,250,204,439.94,283918,1140162,777905,72888,163,92
Punjab,2020,Kharif,PMFBY,Rice,353,213,197.06,67132,393744,237352,21011,175,16
Punjab,2020,Kharif,PMFBY,Wheat,332,278,260.74,108729,898693,612042,52934,84,36
Punjab,2020,Kharif,PMFBY,Maize,336,284,292.05,95623,226532,322676,7639,179,23
Punjab,2020,Kharif,PMFBY,Cotton,351,319,742.35,251082,838856,516557,9309,210,42
Punjab,2020,Kharif,PMFBY,Pulses,361,234,525.12,131140,320104,626175,93483,115,50
Punjab,2020,Kharif,PMFBY,Oilseeds,362,332,488.99,383029,1179841,735154,42044,282,48
Punjab,2020,Kharif,RWBCIS,Rice,353,287,234.86,91955,649899,128097,8403,209,17
Punjab,2020,Kharif,RWBCIS,Wheat,310,258,220.11,150507,808636,293912,16585,80,17
Punjab,2020,Kharif,RWBCIS,Maize,347,324,172.26,41369,202947,99066,9780,209,12
Punjab,2020,Kharif,RWBCIS,Cotton,324,311,586.86,323511,645997,928769,12456,279,57
Punjab,2020,Kharif,RWBCIS,Pulses,353,279,283.14,95088,644620,191262,2137,165,10
Punjab,2020,Kharif,RWBCIS,Oilseeds,377,241,401.54,284726,1239175,1064665,108215,82,175
Punjab,2020,Rabi,PMFBY,Rice,303,185,366.02,229671,309281,1012615,79277,154,55
Punjab,2020,Rabi,PMFBY,Wheat,328,213,436.64,219401,1148208,445608,46011,190,30
Punjab,2020,Rabi,PMFBY,Maize,312,208,116.69,46790,312894,288449,16168,148,55
Punjab,2020,Rabi,PMFBY,Cotton,330,274,677.28,279477,335135,668645,90052,189,40
Punjab,2020,Rabi,PMFBY,Pulses,322,206,456.15,148696,791847,816698,66690,69,56
Punjab,2020,Rabi,PMFBY,Oilseeds,284,205,443.47,157127,629062,241666,2859,128,31
Punjab,2020,Rabi,RWBCIS,Rice,357,329,252.54,119528,1066609,613725,10767,182,33
Punjab,2020,Rabi,RWBCIS,Wheat,343,270,192.68,55629,102304,190423,25525,177,12
Punjab,2020,Rabi,RWBCIS,Maize,353,240,564.3,287171,768270,1687404,97177,191,94
Punjab,2020,Rabi,RWBCIS,Cotton,331,321,433.93,87364,586381,888798,103468,276,47
Punjab,2020,Rabi,RWBCIS,Pulses,384,334,317.87,99344,899662,490418,67428,77,29
Punjab,2020,Rabi,RWBCIS,Oilseeds,323,252,325.38,159990,1100016,697443,30371,81,62
Punjab,2020,Zaid,PMFBY,Rice,344,241,490.44,127061,687514,1009732,31327,188,71
Punjab,2020,Zaid,PMFBY,Wheat,354,334,630.54,270566,509171,427288,10599,299,38
Punjab,2020,Zaid,PMFBY,Maize,375,285,690.0,175729,769713,1930572,275015,226,108
Punjab,2020,Zaid,PMFBY,Cotton,355,311,764.06,393919,654616,1477446,153051,108,94
Punjab,2020,Zaid,PMFBY,Pulses,351,251,203.44,116789,703021,273633,12145,111,22
Punjab,2020,Zaid,PMFBY,Oilseeds,369,295,268.05,169576,591160,631557,38751,81,83
Punjab,2020,Zaid,RWBCIS,Rice,365,255,601.48,357629,471936,516649,21108,157,32
Punjab,2020,Zaid,RWBCIS,Wheat,334,214,195.85,153209,287953,532766,56255,54,43
Punjab,2020,Zaid,RWBCIS,Maize,347,263,366.5,98035,737207,376484,4379,236,42
Punjab,2020,Zaid,RWBCIS,Cotton,323,294,184.68,48614,138787,114021,11279,180,8
Punjab,2020,Zaid,RWBCIS,Pulses,347,280,654.5,321614,1112272,993793,64878,222,150
Punjab,2020,Zaid,RWBCIS,Oilseeds,350,309,520.04,243815,504597,1442365,80005,235,263
Punjab,2021,Kharif,PMFBY,Rice,331,283,322.24,72445,246312,369904,9768,97,22
Punjab,2021,Kharif,PMFBY,Wheat,342,330,459.82,347897,646960,690450,41042,192,50
Punjab,2021,Kharif,PMFBY,Maize,332,261,134.18,74444,872503,151109,858,200,8
Punjab,2021,Kharif,PMFBY,Cotton,314,231,550.45,324382,1214626,1356629,5697,57,105
Punjab,2021,Kharif,PMFBY,Pulses,322,310,337.75,166628,550887,700685,20374,118,39
Punjab,2021,Kharif,PMFBY,Oilseeds,365,325,461.13,293894,681098,346666,20455,101,32
Punjab,2021,Kharif,RWBCIS,Rice,335,247,472.06,239470,1158962,343454,35429,166,18
Punjab,2021,Kharif,RWBCIS,Wheat,340,226,232.91,116719,954431,281988,6672,88,43
Punjab,2021,Kharif,RWBCIS,Maize,380,272,270.36,200942,202713,541110,74349,151,107
Punjab,2021,Kharif,RWBCIS,Cotton,364,284,274.05,153419,417197,311913,37785,87,61
Punjab,2021,Kharif,RWBCIS,Pulses,338,293,604.23,361397,987905,1307778,53264,137,92
Punjab,2021,Kharif,RWBCIS,Oilseeds,311,234,366.65,180351,898482,617280,83715,109,48
Punjab,2021,Rabi,PMFBY,Rice,370,257,407.88,100843,632448,513588,29514,194,34
Punjab,2021,Rabi,PMFBY,Wheat,344,306,609.42,189647,490566,835266,23497,64,110
Punjab,2021,Rabi,PMFBY,Maize,365,266,456.64,294031,648458,760391,7324,164,73
Punjab,2021,Rabi,PMFBY,Cotton,343,288,473.74,214729,231684,972307,128283,213,49
Punjab,2021,Rabi,PMFBY,Pulses,323,259,251.69,55556,457844,306838,12140,225,36
Punjab,2021,Rabi,PMFBY,Oilseeds,322,291,561.54,155935,375688,1329927,54783,258,101
Punjab,2021,Rabi,RWBCIS,Rice,328,236,254.32,100829,869026,237289,13589,52,14
Punjab,2021,Rabi,RWBCIS,Wheat,338,277,529.07,363861,711645,1338945,93368,75,76
Punjab,2021,Rabi,RWBCIS,Maize,349,333,538.89,109583,980198,653069,49153,114,69
Punjab,2021,Rabi,RWBCIS,Cotton,357,299,642.0,259685,828025,1569029,168307,173,146
Punjab,2021,Rabi,RWBCIS,Pulses,342,250,474.54,130617,1098071,1161419,51944,57,74
Punjab,2021,Rabi,RWBCIS,Oilseeds,332,314,319.43,202173,262832,767099,14616,216,59
Punjab,2021,Zaid,PMFBY,Rice,392,278,177.65,129244,723145,326418,6437,151,30
Punjab,2021,Zaid,PMFBY,Wheat,336,209,374.81,260042,1167349,886347,37553,130,124
Punjab,2021,Zaid,PMFBY,Maize,321,296,187.81,49507,615114,196361,18021,104,29
Punjab,2021,Zaid,PMFBY,Cotton,349,300,641.24,230719,1116697,925052,118284,159,103
Punjab,2021,Zaid,PMFBY,Pulses,333,209,493.26,178993,514617,534326,241,143,39
Punjab,2021,Zaid,PMFBY,Oilseeds,365,347,403.14,301485,408616,951330,82674,156,154
Punjab,2021,Zaid,RWBCIS,Rice,352,278,474.94,303731,1295065,546292,26418,122,34
Punjab,2021,Zaid,RWBCIS,Wheat,388,257,151.87,49918,828669,315775,10627,185,44
Punjab,2021,Zaid,RWBCIS,Maize,366,354,283.4,210840,551942,436478,30670,226,22
Punjab,2021,Zaid,RWBCIS,Cotton,352,245,317.72,159718,482619,934786,101754,131,57
Punjab,2021,Zaid,RWBCIS,Pulses,345,278,486.6,383793,424585,866266,12754,85,61
Punjab,2021,Zaid,RWBCIS,Oilseeds,331,263,246.28,122223,123104,654329,1244,54,46
Punjab,2022,Kharif,PMFBY,Rice,332,278,596.39,248842,681196,470387,10783,166,72
Punjab,2022,Kharif,PMFBY,Wheat,329,252,148.99,74475,1003149,83607,7913,198,9
Punjab,2022,Kharif,PMFBY,Maize,322,271,434.81,146782,978399,1016919,42166,197,117
Punjab,2022,Kharif,PMFBY,Cotton,356,307,300.11,163104,335567,694730,6344,97,90
Punjab,2022,Kharif,PMFBY,Pulses,370,238,385.09,302959,963671,552736,12117,73,53
Punjab,2022,Kharif,PMFBY,Oilseeds,358,330,786.42,576674,1489700,423368,62095,151,23
Punjab,2022,Kharif,RWBCIS,Rice,328,202,117.19,89764,900370,213821,16853,146,21
Punjab,2022,Kharif,RWBCIS,Wheat,362,304,738.62,356598,775002,2041821,276436,272,154
Punjab,2022,Kharif,RWBCIS,Maize,338,207,404.37,137520,744160,1128791,160889,42,116
Punjab,2022,Kharif,RWBCIS,Cotton,367,332,732.61,341085,700067,1200442,117546,152,72
Punjab,2022,Kharif,RWBCIS,Pulses,375,362,631.85,459293,563209,713199,34343,149,94
Punjab,2022,Kharif,RWBCIS,Oilseeds,371,358,596.77,168908,714812,1780680,150958,72,94
Punjab,2022,Rabi,PMFBY,Rice,331,263,302.68,111866,1040625,841394,64762,100,129
Punjab,2022,Rabi,PMFBY,Wheat,325,233,136.1,64389,810578,371449,32610,165,36
Punjab,2022,Rabi,PMFBY,Maize,346,303,408.76,215090,1138945,850218,81949,227,126
Punjab,2022,Rabi,PMFBY,Cotton,348,256,279.0,156442,377561,527272,12311,155,38
Punjab,2022,Rabi,PMFBY,Pulses,342,237,275.36,137407,385065,676583,71958,92,105
Punjab,2022,Rabi,PMFBY,Oilseeds,330,243,589.03,361644,1219407,507654,5581,51,26
Punjab,2022,Rabi,RWBCIS,Rice,335,251,492.19,189975,725427,1471134,97992,147,117
Punjab,2022,Rabi,RWBCIS,Wheat,365,242,485.98,218385,1132111,1025611,86819,60,64
Punjab,2022,Rabi,RWBCIS,Maize,357,250,598.37,235155,387385,1775964,198796,123,93
Punjab,2022,Rabi,RWBCIS,Cotton,317,272,232.82,174681,1015040,294731,39295,63,22
Punjab,2022,Rabi,RWBCIS,Pulses,383,281,243.27,79385,593892,484577,2385,138,28
Punjab,2022,Rabi,RWBCIS,Oilseeds,344,331,341.77,232081,425875,532454,39169,182,42
Punjab,2022,Zaid,PMFBY,Rice,331,259,237.62,188412,1053975,646075,66440,81,48
